speed,timestamp,waypoints,ego_bbox,npc_bbox,npc_forward
4.5,43.57081167399883,"[[54.01203547212418, -156.16800786107544], [54.10440536047663, -158.0615346865355], [54.188057781052706, -160.0253821303143], [54.268807073595234, -162.01732605261176]]","[[156.10960388183594, 47.3419189453125], [158.23443603515625, 47.463966369628906], [156.39068603515625, 42.44830322265625], [158.5155029296875, 42.57034683227539]]","[[161.20680236816406, 37.39249038696289], [161.14231872558594, 37.39284896850586], [161.207275390625, 37.01997375488281], [161.14279174804688, 37.02033233642578]]","[-0.9980142116546631, -0.0012933831894770265]"
4.5,43.67081167548895,"[[52.563242135873075, -156.6276839940692], [52.65047475696036, -158.5425065467495], [52.730567810223654, -160.50871201827917], [52.80755350235256, -162.49421418892823]]","[[156.1380615234375, 46.95869827270508], [158.26365661621094, 47.06627655029297], [156.3858184814453, 42.06327819824219], [158.5114288330078, 42.170860290527344]]","[[160.89981079101562, 37.392086029052734], [160.80584716796875, 37.39205551147461], [160.90029907226562, 37.019569396972656], [160.8063201904297, 37.0195426940918]]","[-0.9957787990570068, -0.0013047310058027506]"
4.5,43.770811676979065,"[[51.29520115326433, -156.84420394638997], [51.38739225878115, -158.7247258556383], [51.47202502295145, -160.68716286131237], [51.55342921050758, -162.67791263125255]]","[[156.1622314453125, 46.587852478027344], [158.2884063720703, 46.68336486816406], [156.3822021484375, 41.69110870361328], [158.5083770751953, 41.78662109375]]","[[160.57894897460938, 37.39166259765625], [160.4747314453125, 37.39155960083008], [160.57943725585938, 37.01914596557617], [160.4752197265625, 37.01904296875]]","[-0.9948053956031799, -0.0013036926975473762]"
4.5,43.87081167846918,"[[50.23968103803479, -157.21376011847263], [50.33784776193994, -159.12981800430654], [50.42707307206729, -161.0874564445152], [50.5070353145662, -163.0473061836184]]","[[156.18243408203125, 46.23310089111328], [158.30902099609375, 46.31901168823242], [156.3802947998047, 41.33541488647461], [158.5068817138672, 41.42132568359375]]","[[160.24447631835938, 37.39122009277344], [160.15660095214844, 37.39112091064453], [160.24496459960938, 37.01870346069336], [160.15708923339844, 37.01860427856445]]","[-0.9963101744651794, -0.0013056647730991244]"
4.5,43.9708116799593,"[[49.38712848661981, -157.5815602588195], [49.51877762170279, -159.2035626646482], [49.574438658701084, -160.23507635422203], [49.58830929096705, -160.82475173269995]]","[[156.1992950439453, 45.89091873168945], [158.32615661621094, 45.969974517822266], [156.38136291503906, 40.992618560791016], [158.5082244873047, 41.07167434692383]]","[[159.9034881591797, 37.39077377319336], [159.8673095703125, 37.39072799682617], [159.9039764404297, 37.01825714111328], [159.8677978515625, 37.018211364746094]]","[-0.9993744492530823, -0.0013084891252219677]"
4.5,44.07081168144941,"[[48.72666435324219, -157.67204530094716], [48.79822464480434, -158.67140578636682], [48.80200325484344, -159.00626328711598], [48.787479834087925, -159.09114738575553]]","[[156.21385192871094, 45.54922866821289], [158.3408660888672, 45.62399673461914], [156.38604736328125, 40.650569915771484], [158.5130615234375, 40.725337982177734]]","[[159.55325317382812, 37.39031219482422], [159.5337677001953, 37.39028549194336], [159.55372619628906, 37.01779556274414], [159.5342559814453, 37.01777267456055]]","[-0.9998180866241455, -0.0013090699212625623]"
4.5,44.17081168293953,"[[48.156717284231675, -157.6949186927135], [48.215511798070025, -158.57246499052204], [48.22068196640928, -158.85317494502573], [48.21485742422569, -158.92289047368908]]","[[156.2272186279297, 45.20643615722656], [158.3543243408203, 45.27827453613281], [156.3926544189453, 40.30754852294922], [158.519775390625, 40.3793830871582]]","[[159.19374084472656, 37.38984298706055], [159.18067932128906, 37.389827728271484], [159.19422912597656, 37.01732635498047], [159.18116760253906, 37.017311096191406]]","[-0.99991774559021, -0.0013092004228383303]"
4.5,44.270811684429646,"[[47.61980293016305, -157.7846480965834], [47.66861102713776, -158.6361587082928], [47.666516896772826, -158.88940695707268], [47.65880611915715, -158.93353883194382]]","[[156.23944091796875, 44.88627243041992], [158.3666534423828, 44.95497512817383], [156.39767456054688, 39.987144470214844], [158.52488708496094, 40.05584716796875]]","[[158.82949829101562, 37.389366149902344], [158.82998657226562, 37.016849517822266], [157.18673706054688, 37.38721466064453], [157.18722534179688, 37.01470184326172]]","[-0.999954342842102, -0.001309248385950923]"
4.5,44.37081168591976,"[[47.16212503788085, -157.04064711760878], [47.21217297331303, -157.56634395053692], [47.240929168834526, -157.92615649772], [47.253482728013026, -158.2151576881253]]","[[156.2492218017578, 44.61299514770508], [158.3765106201172, 44.67961120605469], [156.40264892578125, 39.71371841430664], [158.52992248535156, 39.780330657958984]]","[[158.4667510986328, 37.388893127441406], [158.4672393798828, 37.01637649536133], [156.82395935058594, 37.386741638183594], [156.82444763183594, 37.01422882080078]]","[-0.999973475933075, -0.0013092734152451158]"
4.5,44.47081168740988,"[[46.808283748503925, -156.68417077125676], [46.84681296141956, -157.08355953200402], [46.88760571227612, -157.48271419770185], [46.910750923843274, -157.8590270609698]]","[[156.25662231445312, 44.39682388305664], [158.3839569091797, 44.4620361328125], [156.4068145751953, 39.49745178222656], [158.53414916992188, 39.56266403198242]]","[[158.1068878173828, 37.388423919677734], [158.1073760986328, 37.015907287597656], [156.46408081054688, 37.38627243041992], [156.4645538330078, 37.01375961303711]]","[-0.9999821186065674, -0.001309284707531333]"
4.5,44.570811688899994,"[[46.49539167933618, -156.1844211791481], [46.519398720416554, -156.43117758785758], [46.588853311983705, -157.45398318821987], [46.64807533544976, -158.8813768792658]]","[[156.26219177246094, 44.24197769165039], [158.38955688476562, 44.306034088134766], [156.40972900390625, 39.342529296875], [158.53707885742188, 39.406585693359375]]","[[157.74981689453125, 37.38795471191406], [157.75030517578125, 37.015438079833984], [156.10699462890625, 37.38580322265625], [156.10748291015625, 37.01329040527344]]","[-0.999985933303833, -0.0013092897133901715]"
4.5,44.67081169039011,"[[46.42432783488263, -156.15427522666639], [46.439836407583, -156.321216484156], [46.51359055447667, -157.21899054171033], [46.573131384338524, -158.536451523111]]","[[156.26405334472656, 44.186336517333984], [158.39141845703125, 44.25010299682617], [156.41091918945312, 39.28688049316406], [158.5382843017578, 39.350650787353516]]","[[157.3954315185547, 37.387489318847656], [157.3959197998047, 37.01497268676758], [155.7526092529297, 37.385337829589844], [155.7530975341797, 37.01282501220703]]","[-0.9999876022338867, -0.0013092919252812862]"
4.5,44.770811691880226,"[[46.43663747472624, -156.09900493007123], [46.452789568892655, -156.2292105552988], [46.51338622716567, -157.29580402504547], [46.565222038639604, -158.98925060376874]]","[[156.2640838623047, 44.18614196777344], [158.39144897460938, 44.24988555908203], [156.410888671875, 39.286678314208984], [158.5382537841797, 39.35042190551758]]","[[157.0435028076172, 37.38703155517578], [157.0439910888672, 37.0145149230957], [155.4006805419922, 37.38488006591797], [155.4011688232422, 37.012367248535156]]","[-0.9999880194664001, -0.0013092925073578954]"
4.5,44.87081169337034,"[[46.48278998885536, -156.43907125439156], [46.51646068416051, -157.4941703968799], [46.57372866509443, -159.36112909830132], [46.64943784441577, -161.46192824613013]]","[[156.26409912109375, 44.18574523925781], [158.39146423339844, 44.249488830566406], [156.41090393066406, 39.2862663269043], [158.53826904296875, 39.35000991821289]]","[[156.6866455078125, 37.386566162109375], [156.6871337890625, 37.0140495300293], [155.0438232421875, 37.38441467285156], [155.0443115234375, 37.01190185546875]]","[-0.9999815821647644, -0.001309284009039402]"
4.5,44.97081169486046,"[[46.43984567933529, -156.0944298644208], [46.47039649794919, -156.61625943177188], [46.54553051460467, -158.2614208131198], [46.62467251764595, -160.40588368428618]]","[[156.26409912109375, 44.18545913696289], [158.39146423339844, 44.249202728271484], [156.41090393066406, 39.28597640991211], [158.53826904296875, 39.3497200012207]]","[[156.314697265625, 37.386077880859375], [156.315185546875, 37.0135612487793], [154.67190551757812, 37.38392639160156], [154.67239379882812, 37.01141357421875]]","[-0.9999697804450989, -0.0013092686422169209]"
4.5,45.070811696350574,"[[46.446188633909756, -156.14012153527727], [46.47552265088285, -156.7609116940641], [46.54437751592512, -158.47810291882945], [46.62062406967199, -160.64118359997255]]","[[156.26416015625, 44.183345794677734], [158.3915252685547, 44.24708557128906], [156.4109649658203, 39.28385925292969], [158.538330078125, 39.347599029541016]]","[[155.92779541015625, 37.38557052612305], [155.9282684326172, 37.01305389404297], [154.28500366210938, 37.383419036865234], [154.28549194335938, 37.01090621948242]]","[-0.9999624490737915, -0.0013092589797452092]"
4.5,45.17081169784069,"[[46.44160434842226, -156.10450742166347], [46.46041122449615, -156.44777720621974], [46.51047472860091, -157.88493611703223], [46.56149658228107, -159.90283953949924]]","[[156.26434326171875, 44.17886734008789], [158.3917236328125, 44.242523193359375], [156.41094970703125, 39.27937698364258], [158.53831481933594, 39.34303283691406]]","[[155.5279998779297, 37.385047912597656], [155.5284881591797, 37.01253128051758], [153.88522338867188, 37.382896423339844], [153.88571166992188, 37.01038360595703]]","[-0.9999606609344482, -0.0013092566514387727]"
4.5,45.27081169933081,"[[46.339935533179485, -156.1440320282489], [46.35456295330656, -156.28539812398782], [46.414811186701456, -157.38026953771276], [46.46863548985925, -159.11635131908355]]","[[156.26585388183594, 44.1620979309082], [158.3932647705078, 44.224796295166016], [156.41026306152344, 39.262542724609375], [158.53765869140625, 39.32524108886719]]","[[155.1172332763672, 37.3845100402832], [155.1177215576172, 37.011993408203125], [153.47445678710938, 37.38235855102539], [153.47494506835938, 37.00984573364258]]","[-0.9999620318412781, -0.0013092583976686]"
4.5,45.37081170082092,"[[46.23390453587078, -156.16431457465717], [46.24973833261902, -156.28848988098846], [46.2985697273191, -157.3854965575907], [46.3368442116852, -159.15405377983592]]","[[156.26800537109375, 44.13602828979492], [158.3954315185547, 44.197486877441406], [156.4095458984375, 39.23638916015625], [158.5369873046875, 39.297847747802734]]","[[154.69715881347656, 37.38396072387695], [154.69764709472656, 37.011444091796875], [153.0543670654297, 37.38180923461914], [153.0548553466797, 37.00929641723633]]","[-0.9999645948410034, -0.001309261773712933]"
4.5,45.47081170231104,"[[46.236204191212664, -156.16406424492104], [46.2458084502388, -156.17238239144334], [46.304854106970495, -157.02984042882292], [46.34716221585397, -158.56556497949236]]","[[156.26800537109375, 44.13615417480469], [158.3954315185547, 44.19761276245117], [156.4095458984375, 39.236515045166016], [158.5369873046875, 39.2979736328125]]","[[154.2696533203125, 37.38340377807617], [154.2701416015625, 37.010887145996094], [152.62686157226562, 37.38125228881836], [152.62734985351562, 37.00873947143555]]","[-0.9999684691429138, -0.0013092668959870934]"
4.5,45.570811703801155,"[[46.24538028365729, -156.1736602177598], [46.25338438453131, -156.15843706354516], [46.30459238840767, -156.99704054846956], [46.335767084841386, -158.55331949038495]]","[[156.26800537109375, 44.136131286621094], [158.3954315185547, 44.19758987426758], [156.4095458984375, 39.23649215698242], [158.5369873046875, 39.297950744628906]]","[[153.84010314941406, 37.38284683227539], [153.84059143066406, 37.01033020019531], [152.19729614257812, 37.38069534301758], [152.19778442382812, 37.008182525634766]]","[-0.9999759793281555, -0.001309276674874127]"
4.5,45.67081170529127,"[[46.25161740661932, -156.17829643485152], [46.255935754370256, -156.1445894199208], [46.30482520084588, -156.93494787529696], [46.334794483573724, -158.4327950834438]]","[[156.26800537109375, 44.13608932495117], [158.3954315185547, 44.197547912597656], [156.4095458984375, 39.2364501953125], [158.5369873046875, 39.297908782958984]]","[[153.4296112060547, 37.38230895996094], [153.4300994873047, 37.009796142578125], [151.7867889404297, 37.380157470703125], [151.78726196289062, 37.00764465332031]]","[-0.9999954700469971, -0.001309302169829607]"
4.5,45.77081170678139,"[[46.2534067654399, -156.18376273954385], [46.25584636226568, -156.1343426435729], [46.303890521475395, -156.9004545777257], [46.332223572010555, -158.38809092902488]]","[[156.26800537109375, 44.136077880859375], [158.3954315185547, 44.19753646850586], [156.4095458984375, 39.2364387512207], [158.5369873046875, 39.29789733886719]]","[[153.04403686523438, 37.381805419921875], [153.1531982421875, 37.38195037841797], [153.04452514648438, 37.0092887878418], [153.1536865234375, 37.00943374633789]]","[-0.9943006038665771, -0.0013018458848819137]"
4.5,45.8708117082715,"[[46.24999606005312, -156.19222549920084], [46.248707020086954, -156.1142269089914], [46.299189623988646, -156.81585457733644], [46.33158316153171, -158.2354550212698]]","[[156.26800537109375, 44.13605499267578], [158.3954315185547, 44.197513580322266], [156.4095458984375, 39.23641586303711], [158.5369873046875, 39.297874450683594]]","[[152.72369384765625, 37.381385803222656], [152.8714599609375, 37.3815803527832], [152.72418212890625, 37.00886917114258], [152.87193298339844, 37.009063720703125]]","[-0.9895309805870056, -0.0012956010177731514]"
4.5,45.97081170976162,"[[46.25005050672826, -156.18621327173676], [46.25176080989635, -156.12358114343857], [46.30252927945769, -156.87224978749407], [46.332679010076944, -158.35968410781973]]","[[156.26800537109375, 44.13604736328125], [158.3954315185547, 44.197505950927734], [156.4095458984375, 39.23640823364258], [158.5369873046875, 39.29786682128906]]","[[152.45828247070312, 37.381038665771484], [152.60855102539062, 37.3812370300293], [152.45877075195312, 37.008522033691406], [152.60903930664062, 37.00872039794922]]","[-0.9891711473464966, -0.0012951298849657178]"
4.5,46.070811711251736,"[[46.24343501177973, -156.19397029131218], [46.23822497407659, -156.08801258995376], [46.292543910093286, -156.72986307346062], [46.33184437788583, -158.08619862794137]]","[[156.26800537109375, 44.13603973388672], [158.3954315185547, 44.1974983215332], [156.4095458984375, 39.23640060424805], [158.5369873046875, 39.29785919189453]]","[[152.26950073242188, 37.38086700439453], [152.3385467529297, 37.38099670410156], [152.27001953125, 37.00835037231445], [152.3390655517578, 37.008480072021484]]","[-0.9977223873138428, -0.0013712662039324641]"
4.5,46.17081171274185,"[[46.247662299695094, -156.19726041271483], [46.24486679936886, -156.09818659600577], [46.29757879205008, -156.76939432683756], [46.33238480645871, -158.18009257734667]]","[[156.26800537109375, 44.13603973388672], [158.3954315185547, 44.1974983215332], [156.4095458984375, 39.23640060424805], [158.5369873046875, 39.29785919189453]]","[[152.08755493164062, 37.380619049072266], [152.12451171875, 37.380706787109375], [152.08807373046875, 37.00810623168945], [152.12501525878906, 37.0081901550293]]","[-0.9993476271629333, -0.0013730233768001199]"
4.5,46.27081171423197,"[[46.24477424484212, -156.1982317261017], [46.23928927835035, -156.08991908790767], [46.29238393031348, -156.73069708180347], [46.330118296131, -158.09373962699019]]","[[156.26800537109375, 44.13603973388672], [158.3954315185547, 44.1974983215332], [156.4095458984375, 39.23640060424805], [158.5369873046875, 39.29785919189453]]","[[151.92758178710938, 37.380393981933594], [151.94847106933594, 37.38044357299805], [151.9281005859375, 37.00788116455078], [151.94898986816406, 37.00792694091797]]","[-0.9997907876968384, -0.001374108949676156]"
4.5,46.370811715722084,"[[46.249719357172395, -156.199819320328], [46.24877640753159, -156.10665016787095], [46.3004786017533, -156.8006985772907], [46.33235714146411, -158.25175922242366]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[151.78213500976562, 37.38019561767578], [151.78265380859375, 37.00768280029297], [150.13937377929688, 37.3779411315918], [150.139892578125, 37.00542449951172]]","[-0.9999486804008484, -0.0013743259478360415]"
4.5,46.4708117172122,"[[46.24562773806812, -156.20078926673503], [46.238938207330186, -156.085402872782], [46.291046503812936, -156.7110226187023], [46.32884127973564, -158.05815527918983]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[151.63706970214844, 37.3799934387207], [151.6375732421875, 37.00748062133789], [149.99423217773438, 37.37773513793945], [149.99473571777344, 37.00522232055664]]","[-0.9999948740005493, -0.001374389510601759]"
4.5,46.570811718702316,"[[46.24707644414569, -156.2052057957933], [46.242251303483656, -156.0938628063274], [46.294253199026784, -156.7453232119089], [46.32840109044007, -158.15040101333045]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[151.49227905273438, 37.379791259765625], [151.4927978515625, 37.00727844238281], [149.8494415283203, 37.377532958984375], [149.84996032714844, 37.00502014160156]]","[-0.9999985694885254, -0.0013743945164605975]"
4.5,46.67081172019243,"[[46.24344134117213, -156.20387910192824], [46.236683167554446, -156.0882593928806], [46.29013336740712, -156.71889057605745], [46.32858776922699, -158.08341939711713]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[151.34812927246094, 37.37958526611328], [151.34864807128906, 37.00707244873047], [149.70530700683594, 37.37732696533203], [149.705810546875, 37.00481414794922]]","[-0.999994695186615, -0.0013743892777711153]"
4.5,46.77081172168255,"[[46.24574228049666, -156.2004497666616], [46.243342501162964, -156.10435625016189], [46.29635594080568, -156.79505245296357], [46.32933048972455, -158.25065001117866]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[151.20474243164062, 37.37939453125], [151.20526123046875, 37.00688171386719], [149.56192016601562, 37.37713623046875], [149.5624237060547, 37.00462341308594]]","[-0.9999914169311523, -0.001374384737573564]"
4.5,46.870811723172665,"[[46.245998868512764, -156.20480961967476], [46.23948657925781, -156.09017742775947], [46.29164629347892, -156.72284908417998], [46.32873894759314, -158.08918573534706]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[151.07696533203125, 37.37921905517578], [151.07748413085938, 37.00670623779297], [149.4341278076172, 37.37696075439453], [149.43463134765625, 37.00444793701172]]","[-0.9999983310699463, -0.0013743942836299539]"
4.5,46.97081172466278,"[[46.246428562457076, -156.20515188302352], [46.24142419564179, -156.0940787067992], [46.29416212788047, -156.74701317901298], [46.329221441674925, -158.15589137511725]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.9846954345703, 37.379093170166016], [150.98521423339844, 37.0065803527832], [149.34185791015625, 37.376834869384766], [149.34237670898438, 37.00432205200195]]","[-0.9999982714653015, -0.001374394167214632]"
4.5,47.0708117261529,"[[46.24242468073332, -156.20634862997312], [46.23580557026794, -156.09003689838943], [46.29041118350778, -156.72733592800978], [46.32899813143416, -158.11413880318008]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.90875244140625, 37.378990173339844], [150.9092559814453, 37.00647735595703], [149.2659149169922, 37.376731872558594], [149.26641845703125, 37.00421905517578]]","[-0.9999987483024597, -0.0013743947492912412]"
4.5,47.17081172764301,"[[46.24175161981283, -156.20970005108458], [46.23738574300119, -156.09793020414622], [46.29377389287886, -156.77151345891295], [46.32929835929947, -158.24071165411044]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.844482421875, 37.378902435302734], [150.84500122070312, 37.00638961791992], [149.20164489746094, 37.376644134521484], [149.2021484375, 37.00413131713867]]","[-0.9999990463256836, -0.0013743952149525285]"
4.5,47.27081172913313,"[[46.24263769203906, -156.2113998937772], [46.23475716410757, -156.08396076508913], [46.28914376082178, -156.70718950247337], [46.32711542480219, -158.0967396331274]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.79002380371094, 37.37882614135742], [150.79054260253906, 37.00631332397461], [149.14718627929688, 37.37656784057617], [149.147705078125, 37.00405502319336]]","[-0.9999984502792358, -0.0013743944000452757]"
4.5,47.370811730623245,"[[46.242921567084764, -156.21013589572797], [46.23652798217333, -156.08966123380617], [46.29135697123203, -156.7369341805399], [46.32711253295974, -158.1674450504112]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.74388122558594, 37.37876510620117], [150.744384765625, 37.00625228881836], [149.1010284423828, 37.37650680541992], [149.10154724121094, 37.00399398803711]]","[-0.9999974370002747, -0.0013743930030614138]"
4.5,47.47081173211336,"[[46.24097149353948, -156.21087582205692], [46.232673893505776, -156.08327462355734], [46.287812860941344, -156.70752418884766], [46.326213107192956, -158.1014156084252]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.7047576904297, 37.37870788574219], [150.7052764892578, 37.006195068359375], [149.06192016601562, 37.37644958496094], [149.06243896484375, 37.003936767578125]]","[-0.9999963045120239, -0.00137439148966223]"
4.5,47.57081173360348,"[[46.241244277374754, -156.2080982704093], [46.23760464823929, -156.1013927675394], [46.29483283053495, -156.78801980113388], [46.330570454221096, -158.2742696948131]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.67160034179688, 37.378665924072266], [150.67210388183594, 37.00615310668945], [149.0287628173828, 37.376407623291016], [149.02926635742188, 37.0038948059082]]","[-0.9999951720237732, -0.0013743898598477244]"
4.5,47.670811735093594,"[[46.241905953010274, -156.21100708415864], [46.234619007339646, -156.08661648046603], [46.29022795648784, -156.7163055280114], [46.32913354074202, -158.11289817544477]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.6435089111328, 37.378623962402344], [150.64402770996094, 37.00611114501953], [149.00067138671875, 37.376365661621094], [149.00119018554688, 37.00385284423828]]","[-0.9999940991401672, -0.0013743884628638625]"
4.5,47.77081173658371,"[[46.24454164834842, -156.21139760487054], [46.23819091306474, -156.08974915042555], [46.29228735988822, -156.74093623099432], [46.32578664618303, -158.18615740695932]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.6197052001953, 37.378597259521484], [150.62020874023438, 37.00608444213867], [148.97686767578125, 37.376338958740234], [148.97738647460938, 37.00382614135742]]","[-0.999993085861206, -0.0013743870658800006]"
4.5,47.870811738073826,"[[46.24274391317642, -156.21364927037837], [46.233765855670015, -156.08035784553712], [46.28722459044152, -156.69649821492456], [46.32378075490278, -158.08791360131656]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.5995330810547, 37.37856674194336], [150.60003662109375, 37.00605392456055], [148.95669555664062, 37.37630844116211], [148.95721435546875, 37.0037956237793]]","[-0.9999921917915344, -0.0013743857853114605]"
4.5,47.97081173956394,"[[46.24370184080136, -156.21151679536845], [46.23832923454728, -156.0929719459075], [46.29274770958711, -156.7629991485284], [46.32455769991266, -158.2469861482477]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.58242797851562, 37.378536224365234], [150.58294677734375, 37.00602340698242], [148.93960571289062, 37.376277923583984], [148.9401092529297, 37.00376510620117]]","[-0.9999914169311523, -0.001374384737573564]"
4.5,48.07081174105406,"[[46.24348788347368, -156.2125243941484], [46.234785068334354, -156.0803994809492], [46.28793835553978, -156.70029304954346], [46.32383043175703, -158.0969709621593]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.5679473876953, 37.37852096557617], [150.56846618652344, 37.00600814819336], [148.9251251220703, 37.37626266479492], [148.92562866210938, 37.00374984741211]]","[-0.999990701675415, -0.0013743836898356676]"
4.5,48.170811742544174,"[[46.245421939428184, -156.2144237748718], [46.23795375204945, -156.08452398905166], [46.29052367126263, -156.7193958714248], [46.32321078997732, -158.14963408712143]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.55567932128906, 37.378509521484375], [150.5561981201172, 37.00599670410156], [148.91285705566406, 37.376251220703125], [148.91336059570312, 37.00373840332031]]","[-0.9999900460243225, -0.0013743828749284148]"
4.5,48.27081174403429,"[[46.24282023427245, -156.21289155972627], [46.23416837492236, -156.0822371886035], [46.287765083614, -156.7053702603965], [46.323833189178686, -158.10620653953498]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.54527282714844, 37.37849426269531], [150.5457763671875, 37.0059814453125], [148.90245056152344, 37.37623596191406], [148.9029541015625, 37.00372314453125]]","[-0.9999895095825195, -0.001374382060021162]"
4.5,48.370811745524406,"[[46.24310705057884, -156.21289150306373], [46.23768819677767, -156.09296530052092], [46.292877922542665, -156.75992679272733], [46.32558622204703, -158.24146098070767]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.5364532470703, 37.37847900390625], [150.53695678710938, 37.00596618652344], [148.8936309814453, 37.376220703125], [148.89413452148438, 37.00370788574219]]","[-0.9999890923500061, -0.001374381477944553]"
4.5,48.47081174701452,"[[46.24542016343847, -156.21479293284358], [46.23756767315352, -156.08351667004794], [46.29046220650272, -156.70980415329407], [46.32488166283515, -158.12153311603586]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.52896118164062, 37.37846374511719], [150.5294647216797, 37.005950927734375], [148.88612365722656, 37.37620544433594], [148.8866424560547, 37.003692626953125]]","[-0.9999886751174927, -0.0013743810122832656]"
4.5,48.57081174850464,"[[46.244803967974036, -156.2139582699916], [46.23697190115971, -156.0839347102456], [46.28954114655236, -156.7148462585457], [46.32311377647309, -158.13473571360345]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.5226287841797, 37.378448486328125], [150.52313232421875, 37.00593566894531], [148.87979125976562, 37.376190185546875], [148.88031005859375, 37.00367736816406]]","[-0.999988317489624, -0.0013743804302066565]"
4.5,48.670811749994755,"[[46.24316782929008, -156.21693370140278], [46.23422319714175, -156.08173328590948], [46.287550863649564, -156.70255805998033], [46.32248775430459, -158.11568237264737]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51724243164062, 37.378440856933594], [150.51776123046875, 37.00592803955078], [148.87442016601562, 37.376182556152344], [148.87493896484375, 37.00366973876953]]","[-0.9999880194664001, -0.001374380080960691]"
4.5,48.77081175148487,"[[46.24310866891238, -156.21337016201994], [46.23741379794754, -156.09325897195254], [46.292398724645224, -156.75933849697964], [46.32511196325835, -158.240015189184]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.5126953125, 37.378440856933594], [150.51321411132812, 37.00592803955078], [148.869873046875, 37.376182556152344], [148.87039184570312, 37.00366973876953]]","[-0.999987781047821, -0.0013743797317147255]"
