speed,timestamp,waypoints,ego_bbox,npc_bbox,npc_forward
12.5,45.274228636175394,"[[46.47552835451039, -156.44719558485363], [46.520749972522054, -157.5585710620505], [46.598324531235676, -159.51912994588614], [46.686475577617145, -161.7327917993744]]","[[156.2771453857422, 44.32510757446289], [158.40457153320312, 44.387020111083984], [156.41973876953125, 39.425498962402344], [158.54714965820312, 39.48741149902344]]","[[156.314697265625, 37.386077880859375], [156.315185546875, 37.0135612487793], [154.67190551757812, 37.38392639160156], [154.67239379882812, 37.01141357421875]]","[-0.9999697804450989, -0.0013092686422169209]"
12.5,45.37422863766551,"[[46.22130080340989, -156.55040224606367], [46.270089711843426, -157.75861240453068], [46.34511068208904, -159.77083936489356], [46.429142278420564, -162.01935126973268]]","[[156.2820587158203, 44.29853820800781], [158.40957641601562, 44.3572883605957], [156.41737365722656, 39.398719787597656], [158.5448760986328, 39.45746994018555]]","[[155.92779541015625, 37.38557052612305], [155.9282684326172, 37.01305389404297], [154.28500366210938, 37.383419036865234], [154.28549194335938, 37.01090621948242]]","[-0.9999624490737915, -0.0013092589797452092]"
12.5,45.474228639155626,"[[46.081820402076204, -157.00647263824465], [46.13696033847125, -158.59042763099987], [46.200236265735114, -160.62759405015922], [46.272189387165035, -162.7893302670451]]","[[156.2859344482422, 44.24525833129883], [158.41348266601562, 44.302364349365234], [156.41744995117188, 39.345340728759766], [158.54501342773438, 39.40244674682617]]","[[155.5279998779297, 37.385047912597656], [155.5284881591797, 37.01253128051758], [153.88522338867188, 37.382896423339844], [153.88571166992188, 37.01038360595703]]","[-0.9999606609344482, -0.0013092566514387727]"
12.5,45.57422864064574,"[[46.130179419755066, -156.84434206257075], [46.18983328242848, -158.34152582713162], [46.26306117896618, -160.3803783454812], [46.343152343620524, -162.56722357186547]]","[[156.2863311767578, 44.16062545776367], [158.41383361816406, 44.21965026855469], [156.42227172851562, 39.26082992553711], [158.54977416992188, 39.319854736328125]]","[[155.1172332763672, 37.3845100402832], [155.1177215576172, 37.011993408203125], [153.47445678710938, 37.38235855102539], [153.47494506835938, 37.00984573364258]]","[-0.9999620318412781, -0.0013092583976686]"
12.5,45.67422864213586,"[[46.17491745567701, -157.60613582927564], [46.254297267515355, -159.46236566433606], [46.3224303994935, -161.46051390664377], [46.389502888879306, -163.50353772719842]]","[[156.28895568847656, 44.036895751953125], [158.41641235351562, 44.09767532348633], [156.42893981933594, 39.13721466064453], [158.556396484375, 39.197998046875]]","[[154.69715881347656, 37.38396072387695], [154.69764709472656, 37.011444091796875], [153.0543670654297, 37.38180923461914], [153.0548553466797, 37.00929641723633]]","[-0.9999645948410034, -0.001309261773712933]"
12.5,45.774228643625975,"[[46.13238156900248, -157.10279697675253], [46.21147061970718, -158.79544491327508], [46.29374048333977, -160.8204801050074], [46.38017375222231, -162.931433698857]]","[[156.2925262451172, 43.875240325927734], [158.41990661621094, 43.93827819824219], [156.4376983642578, 38.97571563720703], [158.56509399414062, 39.03874969482422]]","[[154.2696533203125, 37.38340377807617], [154.2701416015625, 37.010887145996094], [152.62686157226562, 37.38125228881836], [152.62734985351562, 37.00873947143555]]","[-0.9999684691429138, -0.0013092668959870934]"
12.5,45.87422864511609,"[[46.10788417019028, -157.59682349244395], [46.19859660289794, -159.45664382833397], [46.28095215174272, -161.4390875064076], [46.36087693740673, -163.45574511935456]]","[[156.29742431640625, 43.6806640625], [158.4247589111328, 43.745567321777344], [156.4468994140625, 38.78126907348633], [158.57423400878906, 38.846168518066406]]","[[153.84010314941406, 37.38284683227539], [153.84059143066406, 37.01033020019531], [152.19729614257812, 37.38069534301758], [152.19778442382812, 37.008182525634766]]","[-0.9999759793281555, -0.001309276674874127]"
12.5,45.97422864660621,"[[46.00924642970198, -157.94707454815367], [46.085805639226834, -159.89946824766236], [46.150561373067504, -161.87190984711248], [46.20897572555543, -163.84845413521256]]","[[156.30360412597656, 43.45565414428711], [158.43089294433594, 43.522037506103516], [156.45648193359375, 38.55636215209961], [158.58377075195312, 38.622745513916016]]","[[153.4296112060547, 37.38230895996094], [153.4300994873047, 37.009796142578125], [151.7867889404297, 37.380157470703125], [151.78726196289062, 37.00764465332031]]","[-0.9999954700469971, -0.001309302169829607]"
12.5,46.07422864809632,"[[45.91152307945606, -158.00425739919714], [45.98493311319349, -159.96514567750486], [46.04891930546447, -161.92118451064258], [46.10541930814696, -163.87508854739522]]","[[156.31051635742188, 43.202720642089844], [158.437744140625, 43.27128982543945], [156.46844482421875, 38.303585052490234], [158.5956573486328, 38.372154235839844]]","[[153.04403686523438, 37.381805419921875], [153.1531982421875, 37.38195037841797], [153.04452514648438, 37.0092887878418], [153.1536865234375, 37.00943374633789]]","[-0.9943006038665771, -0.0013018458848819137]"
12.5,46.17422864958644,"[[45.74513935097433, -157.79663573208254], [45.81566985358484, -159.71695855685655], [45.872336646053654, -161.69132644323247], [45.92497956215624, -163.68556477042878]]","[[156.3188934326172, 42.92431640625], [158.44607543945312, 42.99425506591797], [156.47998046875, 38.02528381347656], [158.60714721679688, 38.09522247314453]]","[[152.72369384765625, 37.381385803222656], [152.8714599609375, 37.3815803527832], [152.72418212890625, 37.00886917114258], [152.87193298339844, 37.009063720703125]]","[-0.9895309805870056, -0.0012956010177731514]"
12.5,46.274228651076555,"[[45.537656398538445, -157.98392632994413], [45.61139678760271, -159.9479399979484], [45.675568222581845, -161.90951010540329], [45.731567015864584, -163.86973022605787]]","[[156.32823181152344, 42.62091827392578], [158.45535278320312, 42.692256927490234], [156.49252319335938, 37.72199249267578], [158.61965942382812, 37.793331146240234]]","[[152.45828247070312, 37.381038665771484], [152.60855102539062, 37.3812370300293], [152.45877075195312, 37.008522033691406], [152.60903930664062, 37.00872039794922]]","[-0.9891711473464966, -0.0012951298849657178]"
12.5,46.37422865256667,"[[45.35156129465075, -157.97432970118788], [45.42451569578839, -159.94029538549322], [45.48828956332625, -161.9027292021208], [45.54438477166073, -163.8647674518491]]","[[156.33839416503906, 42.292869567871094], [158.4654541015625, 42.36608123779297], [156.5070037841797, 37.39408874511719], [158.63406372070312, 37.46730041503906]]","[[152.26950073242188, 37.38086700439453], [152.3385467529297, 37.38099670410156], [152.27001953125, 37.00835037231445], [152.3390655517578, 37.008480072021484]]","[-0.9977223873138428, -0.0013712662039324641]"
12.5,46.47422865405679,"[[45.05965852927908, -157.98728576605941], [45.1280140503805, -159.9553935113049], [45.18831814979641, -161.9183739374892], [45.242266016928525, -163.88052597706127]]","[[156.35012817382812, 41.941322326660156], [158.4771728515625, 42.0153694152832], [156.5206756591797, 37.04261016845703], [158.647705078125, 37.11665725708008]]","[[152.08755493164062, 37.380619049072266], [152.12451171875, 37.380706787109375], [152.08807373046875, 37.00810623168945], [152.12501525878906, 37.0081901550293]]","[-0.9993476271629333, -0.0013730233768001199]"
12.5,46.574228655546904,"[[44.74624309450372, -157.9899376252817], [44.81336589304542, -159.9565972065324], [44.87228583922989, -161.92075939377423], [44.92444189953829, -163.88410994631542]]","[[156.3628387451172, 41.566078186035156], [158.48985290527344, 41.64093780517578], [156.53524780273438, 36.66743087768555], [158.66226196289062, 36.74229049682617]]","[[151.92758178710938, 37.380393981933594], [151.94847106933594, 37.38044357299805], [151.9281005859375, 37.00788116455078], [151.94898986816406, 37.00792694091797]]","[-0.9997907876968384, -0.001374108949676156]"
12.5,46.67422865703702,"[[44.37971520127063, -158.01858649068967], [44.444465205262915, -159.98783684998529], [44.501785020667995, -161.95087842016827], [44.55301119439867, -163.91194569583433]]","[[156.3766632080078, 41.16783142089844], [158.50364685058594, 41.24314498901367], [156.55010986328125, 36.269222259521484], [158.67709350585938, 36.34453582763672]]","[[151.78213500976562, 37.38019561767578], [151.78265380859375, 37.00768280029297], [150.13937377929688, 37.3779411315918], [150.139892578125, 37.00542449951172]]","[-0.9999486804008484, -0.0013743259478360415]"
12.5,46.774228658527136,"[[43.99462230040442, -158.0423902665916], [44.05582037910823, -160.01196347115476], [44.10962426697421, -161.97644787240785], [44.15772256118254, -163.94073214291532]]","[[156.3911895751953, 40.75290298461914], [158.51817321777344, 40.82859802246094], [156.56552124023438, 35.85432052612305], [158.6925048828125, 35.930015563964844]]","[[151.63706970214844, 37.3799934387207], [151.6375732421875, 37.00748062133789], [149.99423217773438, 37.37773513793945], [149.99473571777344, 37.00522232055664]]","[-0.9999948740005493, -0.001374389510601759]"
12.5,46.87422866001725,"[[43.58049188123155, -158.07413469814526], [43.63854144068794, -160.04378873130494], [43.69003214764579, -162.00762733136665], [43.73656236821853, -163.97119187007735]]","[[156.40597534179688, 40.3369026184082], [158.532958984375, 40.41262435913086], [156.5803680419922, 35.438323974609375], [158.7073516845703, 35.51404571533203]]","[[151.49227905273438, 37.379791259765625], [151.4927978515625, 37.00727844238281], [149.8494415283203, 37.377532958984375], [149.84996032714844, 37.00502014160156]]","[-0.9999985694885254, -0.0013743945164605975]"
12.5,46.97422866150737,"[[43.165802390958135, -158.09398973675366], [43.22411280456455, -160.0585911642193], [43.2745240354451, -162.0206616105543], [43.318726237935536, -163.98270790463965]]","[[156.4204864501953, 39.931861877441406], [158.54745483398438, 40.0074462890625], [156.59454345703125, 35.03327178955078], [158.72152709960938, 35.10885238647461]]","[[151.34812927246094, 37.37958526611328], [151.34864807128906, 37.00707244873047], [149.70530700683594, 37.37732696533203], [149.705810546875, 37.00481414794922]]","[-0.999994695186615, -0.0013743892777711153]"
12.5,47.074228662997484,"[[42.78391556804293, -158.1216167245313], [42.840179495633045, -160.08690407236054], [42.889327108689216, -162.04827634698978], [42.93235124973589, -164.0084525055476]]","[[156.4342498779297, 39.54225540161133], [158.5612335205078, 39.61793518066406], [156.60855102539062, 34.643672943115234], [158.73553466796875, 34.71935272216797]]","[[151.20474243164062, 37.37939453125], [151.20526123046875, 37.00688171386719], [149.56192016601562, 37.37713623046875], [149.5624237060547, 37.00462341308594]]","[-0.9999914169311523, -0.001374384737573564]"
12.5,47.1742286644876,"[[42.46695029434187, -158.1350028148259], [42.518023841487086, -160.09957646366172], [42.5632405631097, -162.05952041585297], [42.60322889595267, -164.01782931483507]]","[[156.44717407226562, 39.169681549072266], [158.57411193847656, 39.24611282348633], [156.62319946289062, 34.27116012573242], [158.75015258789062, 34.347591400146484]]","[[151.07696533203125, 37.37921905517578], [151.07748413085938, 37.00670623779297], [149.4341278076172, 37.37696075439453], [149.43463134765625, 37.00444793701172]]","[-0.9999983310699463, -0.0013743942836299539]"
12.5,47.274228665977716,"[[42.14412040083284, -158.1541065760831], [42.195377051224206, -160.1189121433093], [42.24174667395556, -162.07714116750438], [42.28307474892994, -164.03258422320633]]","[[156.45989990234375, 38.809364318847656], [158.5868377685547, 38.88630294799805], [156.63710021972656, 33.910884857177734], [158.76402282714844, 33.987823486328125]]","[[150.9846954345703, 37.379093170166016], [150.98521423339844, 37.0065803527832], [149.34185791015625, 37.376834869384766], [149.34237670898438, 37.00432205200195]]","[-0.9999982714653015, -0.001374394167214632]"
12.5,47.37422866746783,"[[41.80129212555777, -158.1685095915601], [41.849893176746804, -160.131624316464], [41.89414427598427, -162.08964041839704], [41.933464164064205, -164.04400639647747]]","[[156.47291564941406, 38.44623947143555], [158.59983825683594, 38.52345275878906], [156.65074157714844, 33.54778289794922], [158.7776641845703, 33.624996185302734]]","[[150.90875244140625, 37.378990173339844], [150.9092559814453, 37.00647735595703], [149.2659149169922, 37.376731872558594], [149.26641845703125, 37.00421905517578]]","[-0.9999987483024597, -0.0013743947492912412]"
12.5,47.47422866895795,"[[41.43121070633542, -158.2001299318051], [41.482373030092695, -160.1645176800265], [41.52880624968686, -162.1211366405689], [41.56939503231733, -164.07317404202615]]","[[156.4865264892578, 38.07027816772461], [158.6134490966797, 38.1475715637207], [156.66453552246094, 33.17182922363281], [158.79144287109375, 33.249122619628906]]","[[150.844482421875, 37.378902435302734], [150.84500122070312, 37.00638961791992], [149.20164489746094, 37.376644134521484], [149.2021484375, 37.00413131713867]]","[-0.9999990463256836, -0.0013743952149525285]"
12.5,47.574228670448065,"[[41.02508192615716, -158.23396309081355], [41.07343430026927, -160.19811966362494], [41.1177900692405, -162.15307807581732], [41.156350011988096, -164.10273986102894]]","[[156.50088500976562, 37.6770133972168], [158.6278076171875, 37.75413513183594], [156.6785125732422, 32.77854919433594], [158.80543518066406, 32.855674743652344]]","[[150.79002380371094, 37.37882614135742], [150.79054260253906, 37.00631332397461], [149.14718627929688, 37.37656784057617], [149.147705078125, 37.00405502319336]]","[-0.9999984502792358, -0.0013743944000452757]"
12.5,47.67422867193818,"[[40.583820332213676, -158.26917694624947], [40.632149495246864, -160.2322442845411], [40.67718060718212, -162.18564256387077], [40.71650304000328, -164.13253700011148]]","[[156.51588439941406, 37.2694091796875], [158.64283752441406, 37.34608459472656], [156.69247436523438, 32.370906829833984], [158.81942749023438, 32.44758224487305]]","[[150.74388122558594, 37.37876510620117], [150.744384765625, 37.00625228881836], [149.1010284423828, 37.37650680541992], [149.10154724121094, 37.00399398803711]]","[-0.9999974370002747, -0.0013743930030614138]"
12.5,47.7742286734283,"[[40.11237885740488, -158.30702587083863], [40.160325900322945, -160.2676397476751], [40.205083441119875, -162.22112362077038], [40.24400889415876, -164.16889217660668]]","[[156.53102111816406, 36.860618591308594], [158.65798950195312, 36.936439514160156], [156.7056427001953, 31.962047576904297], [158.83261108398438, 32.03786849975586]]","[[150.7047576904297, 37.37870788574219], [150.7052764892578, 37.006195068359375], [149.06192016601562, 37.37644958496094], [149.06243896484375, 37.003936767578125]]","[-0.9999963045120239, -0.00137439148966223]"
12.5,47.87422867491841,"[[39.64259643173237, -158.35080146601663], [39.68817608750675, -160.31045715322458], [39.731329226455486, -162.2624028530783], [39.768630072361546, -164.20755547041563]]","[[156.54562377929688, 36.46310806274414], [158.67263793945312, 36.5379638671875], [156.71803283691406, 31.564455032348633], [158.84503173828125, 31.639310836791992]]","[[150.67160034179688, 37.378665924072266], [150.67210388183594, 37.00615310668945], [149.0287628173828, 37.376407623291016], [149.02926635742188, 37.0038948059082]]","[-0.9999951720237732, -0.0013743898598477244]"
12.5,47.97422867640853,"[[39.18390748283288, -158.39528830901043], [39.22729765916088, -160.35374273026815], [39.270138414406574, -162.3034583654869], [39.30823792359819, -164.2453553055782]]","[[156.55950927734375, 36.08208465576172], [158.68655395507812, 36.15589904785156], [156.72952270507812, 31.183349609375], [158.8565673828125, 31.25716781616211]]","[[150.6435089111328, 37.378623962402344], [150.64402770996094, 37.00611114501953], [149.00067138671875, 37.376365661621094], [149.00119018554688, 37.00385284423828]]","[-0.9999940991401672, -0.0013743884628638625]"
12.5,48.074228677898645,"[[38.72582895681433, -158.43971289461567], [38.766864262775826, -160.3977638845879], [38.80891452167955, -162.3451083965284], [38.84608821437048, -164.28087555228095]]","[[156.57266235351562, 35.719722747802734], [158.6997528076172, 35.79227828979492], [156.73976135253906, 30.820890426635742], [158.86685180664062, 30.89344596862793]]","[[150.6197052001953, 37.378597259521484], [150.62020874023438, 37.00608444213867], [148.97686767578125, 37.376338958740234], [148.97738647460938, 37.00382614135742]]","[-0.999993085861206, -0.0013743870658800006]"
12.5,48.17422867938876,"[[38.26988560636361, -158.48422549576438], [38.306722564741975, -160.44134349303403], [38.345327212019505, -162.3884553576707], [38.37986932376807, -164.32397301180666]]","[[156.585205078125, 35.37083053588867], [158.71234130859375, 35.44196319580078], [156.74903869628906, 30.471885681152344], [158.8761749267578, 30.54302215576172]]","[[150.5995330810547, 37.37856674194336], [150.60003662109375, 37.00605392456055], [148.95669555664062, 37.37630844116211], [148.95721435546875, 37.0037956237793]]","[-0.9999921917915344, -0.0013743857853114605]"
12.5,48.27422868087888,"[[37.7919306652469, -158.54475633741694], [37.82906287291614, -160.50474794117818], [37.8686133378524, -162.45325909513895], [37.90463977287048, -164.39135920681204]]","[[156.59771728515625, 35.01991653442383], [158.72491455078125, 35.0893440246582], [156.7576141357422, 30.12084197998047], [158.8848114013672, 30.190269470214844]]","[[150.58242797851562, 37.378536224365234], [150.58294677734375, 37.00602340698242], [148.93960571289062, 37.376277923583984], [148.9401092529297, 37.00376510620117]]","[-0.9999914169311523, -0.001374384737573564]"
12.5,48.374228682368994,"[[37.28170087418141, -158.60214916760455], [37.31699811377016, -160.56419997695568], [37.357958628340796, -162.51301654147753], [37.3968168504786, -164.44853519195252]]","[[156.61045837402344, 34.656368255615234], [158.7377166748047, 34.72384262084961], [156.76585388183594, 29.75714874267578], [158.8931121826172, 29.824623107910156]]","[[150.5679473876953, 37.37852096557617], [150.56846618652344, 37.00600814819336], [148.9251251220703, 37.37626266479492], [148.92562866210938, 37.00374984741211]]","[-0.999990701675415, -0.0013743836898356676]"
12.5,48.47422868385911,"[[36.748354735239744, -158.6580440612854], [36.78336466085288, -160.62472790786757], [36.82424696436881, -162.57336688264513], [36.86233343851005, -164.50198653679757]]","[[156.62347412109375, 34.275150299072266], [158.75079345703125, 34.34059524536133], [156.77420043945312, 29.37578582763672], [158.90151977539062, 29.44123077392578]]","[[150.55567932128906, 37.378509521484375], [150.5561981201172, 37.00599670410156], [148.91285705566406, 37.376251220703125], [148.91336059570312, 37.00373840332031]]","[-0.9999900460243225, -0.0013743828749284148]"
12.5,48.574228685349226,"[[36.17886133166487, -158.71829964886754], [36.21202625542327, -160.68442377034322], [36.25111393797564, -162.63191113478376], [36.28736127917298, -164.55910627814768]]","[[156.6368408203125, 33.87416076660156], [158.76422119140625, 33.9373664855957], [156.78240966796875, 28.974639892578125], [158.9097900390625, 29.037845611572266]]","[[150.54527282714844, 37.37849426269531], [150.5457763671875, 37.0059814453125], [148.90245056152344, 37.37623596191406], [148.9029541015625, 37.00372314453125]]","[-0.9999895095825195, -0.001374382060021162]"
12.5,48.67422868683934,"[[35.589966776966655, -158.78019392685007], [35.625368519799494, -160.7477267082793], [35.665977767397365, -162.6776151453219], [35.69899226154377, -164.564381436751]]","[[156.65016174316406, 33.46110153198242], [158.77760314941406, 33.52193832397461], [156.79026794433594, 28.561420440673828], [158.917724609375, 28.62226104736328]]","[[150.5364532470703, 37.37847900390625], [150.53695678710938, 37.00596618652344], [148.8936309814453, 37.376220703125], [148.89413452148438, 37.00370788574219]]","[-0.9999890923500061, -0.001374381477944553]"
12.5,48.77422868832946,"[[35.01095271336878, -158.84050489638238], [35.04425146202785, -160.80881937825532], [35.083109123556746, -162.73465533960209], [35.11416551733512, -164.61286970195346]]","[[156.66282653808594, 33.053504943847656], [158.7903594970703, 33.11204528808594], [156.79766845703125, 28.153675079345703], [158.92518615722656, 28.21221923828125]]","[[150.52896118164062, 37.37846374511719], [150.5294647216797, 37.005950927734375], [148.88612365722656, 37.37620544433594], [148.8866424560547, 37.003692626953125]]","[-0.9999886751174927, -0.0013743810122832656]"
12.5,48.874228689819574,"[[34.47268131967923, -158.8973770726295], [34.51076957860921, -160.85839685782707], [34.551648904581214, -162.71286098798257], [34.57372334677976, -164.44800685456514]]","[[156.67454528808594, 32.66069030761719], [158.8021240234375, 32.71723937988281], [156.80477905273438, 27.760738372802734], [158.93235778808594, 27.81728744506836]]","[[150.5226287841797, 37.378448486328125], [150.52313232421875, 37.00593566894531], [148.87979125976562, 37.376190185546875], [148.88031005859375, 37.00367736816406]]","[-0.999988317489624, -0.0013743804302066565]"
12.5,48.97422869130969,"[[33.9701357290754, -158.94428729033865], [34.00586217614339, -160.89657622525186], [34.04650142977186, -162.71289268817247], [34.06784535451929, -164.37683852717132]]","[[156.6852569580078, 32.2862548828125], [158.8128662109375, 32.34110641479492], [156.8115692138672, 27.386201858520508], [158.93919372558594, 27.441051483154297]]","[[150.51724243164062, 37.378440856933594], [150.51776123046875, 37.00592803955078], [148.87442016601562, 37.376182556152344], [148.87493896484375, 37.00366973876953]]","[-0.9999880194664001, -0.001374380080960691]"
12.5,49.07422869279981,"[[33.51956661822917, -158.97779562392998], [33.553622324727414, -160.9313538810871], [33.59545064780418, -162.77204323463505], [33.62108327732728, -164.4866215555417]]","[[156.695068359375, 31.92678451538086], [158.8227081298828, 31.980424880981445], [156.818603515625, 27.02665901184082], [158.94625854492188, 27.080299377441406]]","[[150.5126953125, 37.378440856933594], [150.51321411132812, 37.00592803955078], [148.869873046875, 37.376182556152344], [148.87039184570312, 37.00366973876953]]","[-0.999987781047821, -0.0013743797317147255]"
12.5,49.17422869428992,"[[33.06226291565149, -159.02760769373458], [33.09746015969846, -160.98097441564272], [33.13781857073471, -162.73797189710498], [33.1574058261358, -164.27447439304018]]","[[156.7046661376953, 31.57025718688965], [158.8323516845703, 31.622533798217773], [156.8250732421875, 26.67005157470703], [158.9527587890625, 26.72233009338379]]","[[150.5099334716797, 37.378440856933594], [150.51043701171875, 37.005924224853516], [148.8671112060547, 37.37618637084961], [148.86761474609375, 37.00366973876953]]","[-0.9999890327453613, -0.0013708051992580295]"
12.5,49.27422869578004,"[[32.592710953862195, -159.06991761284678], [32.62626033307566, -161.01660732239853], [32.66358271336219, -162.6866032524957], [32.68066747770554, -164.03890017935612]]","[[156.71426391601562, 31.203914642333984], [158.84197998046875, 31.25481414794922], [156.83148193359375, 26.303634643554688], [158.95919799804688, 26.35453224182129]]","[[150.50994873046875, 37.378440856933594], [150.5104522705078, 37.005924224853516], [148.86712646484375, 37.37618637084961], [148.8676300048828, 37.00366973876953]]","[-0.9999889135360718, -0.0013708050828427076]"
12.5,49.374228697270155,"[[32.11406285280794, -159.10610784028955], [32.148899281127484, -161.04782790388043], [32.185533046625636, -162.65721780925887], [32.20359139881903, -163.87952208745395]]","[[156.72398376464844, 30.8212947845459], [158.8517303466797, 30.870914459228516], [156.83827209472656, 25.920944213867188], [158.9660186767578, 25.970563888549805]]","[[150.510009765625, 37.378440856933594], [150.51051330566406, 37.005924224853516], [148.86717224121094, 37.37618637084961], [148.86769104003906, 37.00366973876953]]","[-0.9999879002571106, -0.0013708036858588457]"
12.5,49.47422869876027,"[[31.610970986437316, -159.15352350325568], [31.640421482124243, -161.08520906191242], [31.6706602054792, -162.55840063602295], [31.691641718554095, -163.49667702783825]]","[[156.73391723632812, 30.419607162475586], [158.8616943359375, 30.467941284179688], [156.84524536132812, 25.519187927246094], [158.9730224609375, 25.567523956298828]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999871253967285, -0.0013708026381209493]"
12.5,49.57422870025039,"[[31.083567508336856, -159.19374787588012], [31.114409417632647, -161.1065991559718], [31.13987109828117, -162.4613279830583], [31.16331733847157, -163.184626812157]]","[[156.74400329589844, 30.006393432617188], [158.87181091308594, 30.05318832397461], [156.85177612304688, 25.10589599609375], [158.97958374023438, 25.152690887451172]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,49.6742287017405,"[[30.539570149382314, -159.23863140253985], [30.576657331755467, -161.12139215041185], [30.596858579191732, -162.3140825285488], [30.620949989996653, -162.79051352785655]]","[[156.75381469726562, 29.598756790161133], [158.8816680908203, 29.6436767578125], [156.85726928710938, 24.698163986206055], [158.98512268066406, 24.743083953857422]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,49.77422870323062,"[[30.06108830381389, -159.2639021084035], [30.092833614482448, -161.09975184267165], [30.103456342306615, -162.10928969380632], [30.121292652119806, -162.37809725560086]]","[[156.7626190185547, 29.205320358276367], [158.8905029296875, 29.24905776977539], [156.8633575439453, 24.304672241210938], [158.99122619628906, 24.34840965270996]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,49.874228704720736,"[[29.652643602567984, -159.2581965280255], [29.664733101119428, -161.03679696708042], [29.66648434582973, -161.9047500486912], [29.677445393106236, -162.05966684163002]]","[[156.7705535888672, 28.830039978027344], [158.8984375, 28.87327766418457], [156.87013244628906, 23.92936897277832], [158.99801635742188, 23.972606658935547]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,49.97422870621085,"[[29.258410909083292, -159.26900758430537], [29.260615105703337, -160.96317753773238], [29.253056343762236, -161.67630232033892], [29.250787260702122, -161.7362353970099]]","[[156.7780303955078, 28.474702835083008], [158.9059295654297, 28.517398834228516], [156.87637329101562, 23.574007034301758], [159.00425720214844, 23.616703033447266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,50.07422870770097,"[[28.86083895502939, -159.2835683389805], [28.858021562554413, -160.82967455918197], [28.850528026688323, -161.35119855921863], [28.83903254905949, -161.32017140587743]]","[[156.78514099121094, 28.139545440673828], [158.91305541992188, 28.18143081665039], [156.88160705566406, 23.238811492919922], [159.00950622558594, 23.280696868896484]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,50.174228709191084,"[[28.473064275475704, -159.29298526438905], [28.46761816877855, -160.71650702624555], [28.459972200824488, -161.1410541617053], [28.44493088937078, -161.07789320537017]]","[[156.79176330566406, 27.82400894165039], [158.91969299316406, 27.864992141723633], [156.8861541748047, 22.923234939575195], [159.0140838623047, 22.964218139648438]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,50.2742287106812,"[[28.097629872517413, -159.31637726497922], [28.090490218111555, -160.67743625889506], [28.083789301962618, -161.05290702055262], [28.06853686877182, -160.97241639214445]]","[[156.7979736328125, 27.527446746826172], [158.92591857910156, 27.567380905151367], [156.8899383544922, 22.626628875732422], [159.01788330078125, 22.666561126708984]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,50.374228712171316,"[[27.729419939288814, -159.322965282596], [27.721257167714153, -160.49677566648924], [27.71506125831896, -160.76492842868882], [27.697614650221286, -160.65452522945705]]","[[156.80372619628906, 27.24909782409668], [158.9316864013672, 27.28788185119629], [156.89303588867188, 22.348230361938477], [159.02101135253906, 22.387014389038086]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
12.5,50.47422871366143,"[[27.423413806434844, -159.33577503832365], [27.416877329862743, -160.4348440724891], [27.412581373190058, -160.66399721624194], [27.39659862681104, -160.5402630993528]]","[[156.80874633789062, 26.988723754882812], [158.9367218017578, 27.0268497467041], [156.89654541015625, 22.08782958984375], [159.0245361328125, 22.125953674316406]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
